instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK,algo_LKCC,source,Best
random_159,94.27037754,202.56,195.0,0.0022,0.0145,0.0863,0.2918,151.8057523,154050,0.000553709,63.25147896,1,0,0.0,11,0.37,144.1952117,181650.0,26196.9,RANDOM,LKCC
LKCCeasy_173,95.49428171,238.54,202.74,153.9425522,0.0019,0.0137,0.0832,0.2888,155227,0.000503562,54.88730292,1,0,0.0,21,0.39,133.3725315,21374.5,100.162,Easy_LKCC,LKCC
LKCCeasy_017,93.52182028,207.01,186.1,152.4287929,0.0022,0.0141,0.082,0.2843,158006,0.000479227,56.08834124,3,1,109.0,16,0.46,76.62072163,15340.5,100.626,Easy_LKCC,LKCC
LKCChard_035,91.09934785,191.08,167.61,0.0022,0.0146,0.0906,0.2887,143.6244139,155630,0.000402834,58.300182,4,0,417.5833333,9,0.34,51.23053245,289350.0,456224.0,Hard_LKCC,CLK
LKCCeasy_068,96.19350976,185.32,168.8,151.0186416,0.0022,0.0147,0.0871,0.2898,156418,0.000463881,59.61302891,2,0,2244.5,13,0.38,85.75333111,24908.8,106.869,Easy_LKCC,LKCC
LKCChard_146,95.69247829,200.82,184.46,0.002,0.0144,0.0877,0.2926,153.0608265,153655,0.000341372,51.98093354,2,0,50.0,12,0.39,98.17618277,301524.0,570423.0,Hard_LKCC,CLK
CLKhard_157,109.0558455,209.65,185.04,0.0023,0.0156,0.0869,0.2974,175.5969849,157605,0.00028499,60.59641205,6,4,170.9666667,5,0.25,42.20314993,1626670.0,252428.0,Hard_CLK,LKCC
LKCCeasy_100,98.08503039,178.6,195.91,160.8793365,0.0021,0.014,0.0823,0.2916,148995,0.000679809,65.04001907,4,0,336.9166667,3,0.5,66.70311121,34846.0,113.081,Easy_LKCC,LKCC
CLKhard_013,104.8705129,186.01,202.54,0.0023,0.0157,0.0859,0.2961,165.1258396,157210,0.000541639,79.87182279,6,4,93.5,1,0.2,42.43166105,1809190.0,133053.0,Hard_CLK,LKCC
CLKhard_120,105.2851021,201.42,206.29,0.0024,0.0153,0.0904,0.2993,164.5229345,158006,0.00037994,64.01801788,6,4,135.0666667,6,0.23,42.34273111,1617440.0,199008.0,Hard_CLK,LKCC
CLKhard_106,90.79728676,185.24,229.87,0.0025,0.0158,0.0864,0.2841,142.623966,152488,0.00068421,95.88888468,4,0,435.5833333,5,0.11,55.41070451,1477350.0,229875.0,Hard_CLK,LKCC
random_165,97.63770716,221.48,201.25,0.002,0.0141,0.0844,0.2934,156.0534416,151317,0.000434889,54.41365069,3,1,764.3333333,9,0.39,77.78030437,142108.0,26005.8,RANDOM,LKCC
CLKeasy_084,94.98879281,202.31,196.48,155.0179086,0.0016,0.0128,0.0817,0.2904,156420,0.000246515,32.49734103,1,0,0.0,0,0.73,155.0179086,7653.28,1542.79,Easy_CLK,LKCC
LKCChard_148,88.43759512,169.49,194.68,0.0021,0.0148,0.0864,0.284,140.5747467,155628,0.000664085,72.1521244,1,0,0.0,8,0.32,130.722913,262510.0,572628.0,Hard_LKCC,CLK
LKCCeasy_186,96.71800397,181.45,177.76,155.7785107,0.002,0.0138,0.0848,0.2932,153615,0.000497366,54.59966857,2,0,544.5,3,0.54,106.2984834,21094.2,100.212,Easy_LKCC,LKCC
random_140,98.43408508,222.28,213.05,0.0022,0.0144,0.0886,0.2944,156.4499517,158004,0.000500994,59.40302983,4,0,303.5833333,17,0.43,57.45448931,100786.0,10563.7,RANDOM,LKCC
CLKhard_005,94.70043423,200.17,187.92,0.0023,0.0157,0.087,0.2897,149.7991438,153648,0.000597957,86.07242929,6,4,113.8666667,6,0.24,40.75278236,1428100.0,109340.0,Hard_CLK,LKCC
LKCCeasy_184,99.58429539,198.42,191.19,161.9411783,0.0019,0.0139,0.0817,0.2891,156024,0.000371917,50.50532429,3,1,362.3333333,11,0.56,81.35078162,14998.9,104.495,Easy_LKCC,LKCC
CLKeasy_139,94.84138798,195.9,202.07,155.1773509,0.0017,0.0132,0.0802,0.286,150126,0.000287409,36.14457237,1,0,0.0,2,0.65,153.7007663,6128.77,992.253,Easy_CLK,LKCC
LKCCeasy_107,92.2415916,217.04,194.62,147.3553162,0.002,0.0139,0.0855,0.2897,153230,0.000493357,56.61681537,2,0,1682.0,12,0.5,92.93829588,22131.0,103.374,Easy_LKCC,LKCC
LKCChard_027,93.29681088,156.81,179.57,0.0023,0.0153,0.0947,0.2925,143.1932401,149765,0.000732343,79.95301683,4,0,237.6666667,10,0.35,60.25713761,298575.0,1040140.0,Hard_LKCC,CLK
LKCCeasy_132,92.73354649,205.23,174.89,149.9539861,0.0022,0.0137,0.0837,0.2883,155236,0.000690143,65.30822289,4,0,524.25,3,0.53,68.55723475,25398.8,100.99,Easy_LKCC,LKCC
CLKhard_010,99.92314384,201.7,218.05,0.0022,0.0149,0.0896,0.2961,156.7723442,156807,0.000481539,68.54245379,6,4,95.06666667,8,0.22,40.52690332,1539680.0,133016.0,Hard_CLK,LKCC
random_027,91.9207622,188.41,210.78,0.0021,0.0141,0.084,0.2869,149.8174672,155618,0.000469062,53.63403021,3,1,372.3333333,6,0.53,74.52216377,143671.0,17810.3,RANDOM,LKCC
CLKeasy_043,95.65551569,208.81,211.72,155.5621594,0.0018,0.0133,0.083,0.2927,157206,0.00035164,40.40758336,1,0,0.0,5,0.57,154.3400585,7894.26,664.535,Easy_CLK,LKCC
LKCChard_042,82.82575845,178.4,175.68,0.0023,0.0147,0.0949,0.2827,125.4563467,154050,0.000721804,71.12628398,2,0,2312.0,2,0.4,80.02483535,250630.0,653618.0,Hard_LKCC,CLK
LKCCeasy_034,91.54655544,192.32,200.45,149.2162526,0.0021,0.0134,0.082,0.284,145915,0.000484723,51.16938573,3,1,1087.0,7,0.56,75.33430006,15158.8,131.495,Easy_LKCC,LKCC
random_149,90.17112244,195.24,204.84,0.002,0.0137,0.0853,0.2822,145.6637139,148454,0.000530356,53.66604111,3,1,1053.0,1,0.51,79.17397731,101555.0,16081.8,RANDOM,LKCC
CLKeasy_008,101.1763904,204.86,204.45,164.791677,0.0017,0.0132,0.0815,0.2934,155235,0.000243596,33.65004006,1,0,0.0,13,0.59,156.5233713,8941.02,757.949,Easy_CLK,LKCC
CLKeasy_122,96.18402485,191.47,181.59,157.5789644,0.0017,0.0133,0.0821,0.2882,148590,0.000291427,39.41344124,2,0,1984.5,1,0.66,113.7172883,8765.39,378.253,Easy_CLK,LKCC
LKCCeasy_082,98.47545228,206.06,210.8,158.8449713,0.0019,0.0138,0.0822,0.2909,156815,0.000426629,49.10845256,2,0,1568.0,14,0.5,93.77042457,13397.4,106.0,Easy_LKCC,LKCC
CLKeasy_039,91.58993861,213.81,198.96,148.4278755,0.0016,0.0131,0.0812,0.2895,153252,0.000239782,33.42832046,1,0,0.0,0,0.66,148.4278755,6672.72,822.768,Easy_CLK,LKCC
LKCChard_109,89.09149568,184.76,184.45,0.0021,0.0145,0.0912,0.286,139.5879553,152096,0.000626677,63.99575221,1,0,0.0,12,0.31,132.0670549,179280.0,542771.0,Hard_LKCC,CLK
random_131,88.76147467,198.19,202.16,0.002,0.0137,0.082,0.2829,143.7728925,154433,0.000464269,50.48150622,2,0,3362.0,4,0.46,79.97788525,147109.0,25067.9,RANDOM,LKCC
LKCChard_058,93.03518558,218.18,236.88,0.002,0.0146,0.0925,0.2947,141.8365358,155227,0.000545703,63.6109749,1,0,0.0,15,0.26,125.4514264,320584.0,1007410.0,Hard_LKCC,CLK
CLKhard_147,95.28844166,204.66,223.19,0.0024,0.0155,0.0859,0.2837,150.850739,156408,0.000611525,80.9590788,4,0,190.9166667,11,0.12,57.84441987,1380740.0,104905.0,Hard_CLK,LKCC
CLKeasy_098,95.34087359,210.24,200.12,158.2904258,0.0016,0.0129,0.0798,0.2868,156807,0.00036394,40.71635226,1,0,0.0,1,0.75,157.4421218,8708.34,858.717,Easy_CLK,LKCC
LKCCeasy_152,96.64113435,204.55,206.01,157.2366829,0.0021,0.0136,0.0823,0.293,154050,0.000541356,58.28154173,3,1,49.0,22,0.42,69.09105153,27300.6,112.717,Easy_LKCC,LKCC
CLKhard_069,97.0001918,220.04,176.37,0.0022,0.0149,0.0849,0.2889,155.7643714,153230,0.000437346,68.19346985,4,0,162.0,28,0.17,40.1897727,1471260.0,123760.0,Hard_CLK,LKCC
LKCChard_014,91.62449004,166.42,192.01,0.0022,0.0144,0.09,0.2892,143.090467,153266,0.000534342,57.90471322,4,0,230.9166667,7,0.38,51.02205104,416555.0,741930.0,Hard_LKCC,CLK
LKCCeasy_120,87.99165341,202.71,212.31,142.1859557,0.0018,0.0136,0.0844,0.282,152881,0.000555801,57.12775789,3,1,457.0,4,0.48,86.38912921,23881.6,108.939,Easy_LKCC,LKCC
random_145,92.75807266,225.24,216.45,0.002,0.014,0.0845,0.2893,149.7567003,144774,0.000465396,57.52903927,3,1,214.3333333,14,0.36,65.67555635,144498.0,18633.1,RANDOM,LKCC
CLKhard_078,102.0517067,231.85,206.28,0.0022,0.0151,0.0923,0.3046,157.8351279,151690,0.000267489,59.67741162,3,1,1054.333333,2,0.29,61.29317448,1254040.0,183356.0,Hard_CLK,LKCC
LKCChard_184,93.75793251,222.81,202.93,0.0021,0.0142,0.0887,0.2885,150.0968734,146962,0.000369844,54.93169871,1,0,0.0,15,0.32,140.6229073,191755.0,576228.0,Hard_LKCC,CLK
LKCChard_113,83.10505958,179.58,190.62,0.0022,0.0149,0.0901,0.2828,129.06064,152036,0.000736486,76.46678414,1,0,0.0,13,0.28,115.5060951,258400.0,589213.0,Hard_LKCC,CLK
CLKeasy_071,92.88723751,199.34,193.7,149.191067,0.0017,0.0135,0.0827,0.2898,146294,0.000259737,36.96025069,1,0,0.0,2,0.69,148.3787228,7169.98,648.687,Easy_CLK,LKCC
random_166,87.84624729,211.72,170.31,0.0022,0.0143,0.0876,0.2848,138.3497086,157608,0.000537386,59.49629185,2,0,2664.5,11,0.39,77.05944157,128441.0,17478.5,RANDOM,LKCC
CLKeasy_093,93.42890848,194.54,206.09,153.04955,0.0018,0.0132,0.083,0.2858,153252,0.000322041,40.69864709,1,0,0.0,0,0.66,153.04955,8502.67,1757.6,Easy_CLK,LKCC
LKCChard_039,94.55781583,189.98,164.34,0.0022,0.0145,0.0928,0.2979,138.8073363,142080,0.000384024,56.72284136,4,0,1091.0,6,0.27,44.1626096,331779.0,1536840.0,Hard_LKCC,CLK
CLKeasy_075,95.69144529,207.77,183.61,155.3155025,0.0018,0.0132,0.082,0.2891,157609,0.000444587,45.20637999,2,0,2964.5,5,0.51,92.39454221,9783.38,770.869,Easy_CLK,LKCC
CLKeasy_162,98.30633767,205.78,209.13,159.1316181,0.0019,0.0133,0.0823,0.2904,154424,0.000346775,41.71424431,1,0,0.0,0,0.62,159.1316181,8300.84,766.737,Easy_CLK,LKCC
LKCCeasy_046,96.75107535,187.79,187.79,158.8054792,0.0019,0.014,0.0829,0.2873,158802,0.000545781,55.36649841,1,0,0.0,16,0.64,145.1155756,19055.4,100.828,Easy_LKCC,LKCC
LKCChard_156,94.57195816,208.68,208.07,0.0021,0.0149,0.09,0.2918,150.5923031,156016,0.000358227,58.85664588,2,0,2964.5,3,0.38,97.2212307,402446.0,1050000.0,Hard_LKCC,CLK
LKCChard_172,91.55880116,216.33,201.1,0.0019,0.0143,0.091,0.2894,141.7086584,152877,0.000544792,62.11907918,1,0,0.0,15,0.28,135.2726792,274504.0,698535.0,Hard_LKCC,CLK
CLKeasy_127,100.3690107,198.77,214.13,162.9656859,0.0021,0.0138,0.0823,0.2931,149362,0.000421595,47.15185721,3,1,460.3333333,0,0.62,93.13421587,8259.81,322.949,Easy_CLK,LKCC
CLKeasy_178,93.68603408,198.5,203.53,154.5283016,0.0016,0.0125,0.0802,0.2857,152490,0.000260355,32.05453724,1,0,0.0,0,0.73,154.5283016,8529.74,456.687,Easy_CLK,LKCC
CLKeasy_057,95.01511158,194.24,200.49,155.2945602,0.0016,0.0132,0.0816,0.2914,150136,0.000285804,37.99411468,1,0,0.0,0,0.74,155.2945602,8441.73,600.515,Easy_CLK,LKCC
LKCCeasy_110,97.0226801,222.66,206.65,158.1192722,0.0021,0.0143,0.0829,0.2936,156408,0.000330773,53.37467222,4,0,329.6666667,10,0.65,65.43602569,28731.9,110.657,Easy_LKCC,LKCC
random_001,94.3391099,181.22,167.35,0.0022,0.0153,0.0901,0.2977,144.4118933,147798,0.000511963,77.32865327,4,0,636.25,19,0.18,40.57523939,109514.0,10650.0,RANDOM,LKCC
LKCCeasy_153,95.43518495,206.37,202.75,154.4627467,0.0021,0.0142,0.0834,0.2923,154840,0.000513668,58.58452009,1,0,0.0,12,0.53,144.1712498,24011.1,107.404,Easy_LKCC,LKCC
LKCChard_005,91.05434584,171.74,182.44,0.0022,0.0149,0.0905,0.2894,140.8385841,152036,0.000520641,65.3506717,1,0,0.0,9,0.3,130.230503,304001.0,462637.0,Hard_LKCC,CLK
CLKeasy_092,96.25016094,196.28,213.09,157.2608931,0.0018,0.0131,0.0821,0.289,148980,0.000300066,37.70487175,1,0,0.0,2,0.73,154.9894648,8512.2,1035.45,Easy_CLK,LKCC
LKCChard_129,88.28455822,186.51,205.1,0.0022,0.0148,0.091,0.2829,140.8624626,152845,0.000681349,66.45147585,1,0,0.0,14,0.23,131.8165736,241827.0,792767.0,Hard_LKCC,CLK
CLKeasy_048,95.7863639,201.51,206.91,157.4281758,0.0017,0.013,0.0817,0.2902,156812,0.000430437,42.18867312,1,0,0.0,4,0.7,154.8527933,8475.07,581.293,Easy_CLK,LKCC
CLKhard_012,95.96281638,207.34,228.61,0.0023,0.0152,0.0899,0.2936,148.4020968,156024,0.000319873,59.8787235,4,0,216.9166667,5,0.24,55.46657634,1587410.0,126707.0,Hard_CLK,LKCC
CLKeasy_058,93.19879165,208.0,221.9,151.8666835,0.0018,0.0134,0.0825,0.2851,150842,0.000385077,42.72504876,1,0,0.0,14,0.56,137.0034104,8616.54,924.424,Easy_CLK,LKCC
random_005,95.5875144,217.98,209.09,0.002,0.0141,0.0839,0.2917,154.3869339,158802,0.000607334,59.46620464,2,0,1568.0,22,0.46,85.45407206,96428.1,12921.0,RANDOM,LKCC
LKCCeasy_141,105.2678477,202.32,202.54,168.3702102,0.002,0.0142,0.0849,0.3007,158403,0.000529247,53.81272414,2,0,128.0,18,0.4,92.44515606,16946.4,102.606,Easy_LKCC,LKCC
random_056,95.46699948,191.88,205.79,0.0019,0.0137,0.0832,0.2882,156.5500783,154448,0.000472344,53.73355706,2,0,1740.5,1,0.62,102.1120988,143728.0,23100.2,RANDOM,LKCC
LKCCeasy_069,96.03820719,214.51,195.55,155.4856508,0.0021,0.0143,0.0826,0.2895,153663,0.000450736,55.31080353,3,1,796.3333333,8,0.51,81.39496401,26180.7,100.677,Easy_LKCC,LKCC
CLKhard_145,99.74640266,207.79,204.41,0.0023,0.0158,0.0853,0.2915,157.751813,154449,0.00040468,72.80405858,8,4,67.55357143,11,0.16,30.98695521,1737600.0,240781.0,Hard_CLK,LKCC
CLKhard_136,92.58788295,195.87,202.76,0.0023,0.0155,0.085,0.2867,147.5295297,155628,0.000573157,80.38733007,5,0,160.7,14,0.17,44.23562198,1354840.0,151404.0,Hard_CLK,LKCC
CLKeasy_135,95.5947448,206.85,193.5,156.0474837,0.0016,0.0134,0.0827,0.291,155220,0.000237576,36.63860306,1,0,0.0,4,0.78,152.6944025,6630.49,1078.04,Easy_CLK,LKCC
LKCChard_081,94.03854291,203.61,198.49,0.0023,0.0149,0.0926,0.2874,146.2608922,155227,0.000527015,65.29262205,2,0,2450.0,4,0.43,93.03772858,257759.0,787450.0,Hard_LKCC,CLK
LKCCeasy_160,95.3931687,184.23,192.7,153.4173603,0.0018,0.0135,0.0841,0.2922,152051,0.000517555,51.45039855,4,0,486.25,11,0.6,53.92316411,24038.7,105.111,Easy_LKCC,LKCC
CLKeasy_107,93.71724816,192.18,207.29,153.4770067,0.0017,0.0132,0.0825,0.2864,152478,0.000258432,35.21655268,1,0,0.0,0,0.78,153.4770067,7052.91,1418.44,Easy_CLK,LKCC
CLKhard_144,101.2042904,165.64,195.28,0.0024,0.0156,0.0903,0.2931,154.7459348,153270,0.000328584,67.81383803,4,0,694.25,5,0.21,44.53240465,1692550.0,322946.0,Hard_CLK,LKCC
random_112,97.3409805,181.59,197.48,0.002,0.0139,0.0819,0.2919,159.477946,154036,0.000434148,51.56311968,1,0,0.0,20,0.52,144.242299,111601.0,15333.8,RANDOM,LKCC
LKCCeasy_023,103.3055075,192.55,194.25,168.8087912,0.0018,0.0137,0.0817,0.2906,152051,0.000380593,46.93859994,3,1,432.3333333,12,0.56,85.99812783,15013.0,102.162,Easy_LKCC,LKCC
LKCCeasy_007,100.1989484,199.93,212.65,164.5352368,0.0021,0.0141,0.0821,0.2908,154424,0.00045472,53.93805767,3,1,127.0,13,0.56,92.82718322,15526.2,104.323,Easy_LKCC,LKCC
CLKeasy_042,90.78560121,165.57,180.18,146.6006215,0.0016,0.0129,0.0834,0.2881,151296,0.000340983,37.88341152,1,0,0.0,10,0.52,139.7824068,6474.17,436.091,Easy_CLK,LKCC
random_007,94.28012614,188.66,201.79,0.0022,0.0149,0.085,0.288,152.750195,148932,0.000443394,60.71648437,4,0,262.6666667,8,0.37,60.23558034,185034.0,18989.4,RANDOM,LKCC
random_011,87.00212922,193.76,207.33,0.0019,0.014,0.0837,0.2815,140.3227749,158404,0.000537603,54.52921327,2,0,2592.0,8,0.43,84.78401653,181369.0,19759.8,RANDOM,LKCC
LKCChard_147,91.500345,228.12,195.13,0.0024,0.0148,0.0916,0.2926,139.2028748,148610,0.000726357,72.20470288,1,0,0.0,9,0.29,130.1971552,229004.0,836979.0,Hard_LKCC,CLK
random_089,94.14562585,204.64,217.17,0.0022,0.0142,0.0829,0.285,152.7239555,148947,0.000457753,59.09368846,4,0,614.0,8,0.54,61.33909679,148139.0,13969.2,RANDOM,LKCC
LKCChard_190,90.75319546,223.45,206.38,0.0022,0.0145,0.0868,0.2879,144.8313183,153655,0.000606544,62.45049986,2,0,2450.0,8,0.42,93.04587019,262610.0,768737.0,Hard_LKCC,CLK
CLKhard_029,96.16653967,184.95,217.49,0.0024,0.0155,0.093,0.2938,148.708242,152488,0.00033504,67.04380734,3,1,372.3333333,11,0.22,62.29209489,1572400.0,281291.0,Hard_CLK,LKCC
random_137,95.38246957,206.24,215.62,0.0021,0.0144,0.0851,0.2885,153.6728292,157210,0.000391167,51.33710319,2,0,684.5,3,0.46,110.0032422,135390.0,13605.7,RANDOM,LKCC
LKCChard_079,90.45198107,208.36,179.37,0.0022,0.0145,0.0904,0.2835,140.174259,154044,0.000405849,61.02099731,1,0,0.0,0,0.35,140.174259,261401.0,922611.0,Hard_LKCC,CLK
LKCChard_048,90.03657773,213.18,189.76,0.0023,0.0152,0.0902,0.2904,138.8532393,155610,0.000448749,65.35144373,1,0,0.0,16,0.25,117.8641205,334131.0,830326.0,Hard_LKCC,CLK
LKCCeasy_024,95.3810445,186.87,197.01,155.1372226,0.0018,0.0136,0.0819,0.2923,156021,0.000396804,46.170835,3,1,1281.0,7,0.73,77.61191055,11553.1,100.121,Easy_LKCC,LKCC
random_093,96.34654668,194.64,189.24,0.0018,0.0134,0.0816,0.2886,156.8780808,154440,0.000314537,41.77361686,1,0,0.0,18,0.46,147.4056891,84306.3,16447.6,RANDOM,LKCC
LKCChard_139,96.49706617,206.31,172.01,0.0024,0.0155,0.089,0.2899,149.8528415,151638,0.000572821,67.20747184,4,0,206.6666667,12,0.41,58.2187,281672.0,921087.0,Hard_LKCC,CLK
LKCChard_053,89.25420056,194.41,177.32,0.0022,0.0145,0.0872,0.2874,140.7149093,150136,0.000554091,63.10704296,1,0,0.0,8,0.41,134.1152077,216505.0,785371.0,Hard_LKCC,CLK
CLKeasy_170,99.55243821,201.8,198.61,163.479728,0.0018,0.0135,0.0816,0.2948,153628,0.000226131,33.67664922,1,0,0.0,0,0.82,163.479728,8298.0,1393.17,Easy_CLK,LKCC
LKCCeasy_101,100.9879768,198.53,206.14,161.0303238,0.002,0.0143,0.0839,0.2949,155211,0.000451218,54.95751539,5,0,81.5,10,0.53,56.08711396,26773.6,107.717,Easy_LKCC,LKCC
CLKhard_060,97.63832787,213.26,185.47,0.0024,0.0153,0.0834,0.2823,156.5461591,152096,0.000492423,77.84454726,5,0,216.3,17,0.08,45.78653894,1267920.0,234845.0,Hard_CLK,LKCC
LKCChard_119,101.6668165,184.28,201.39,0.0019,0.0141,0.09,0.2983,156.9504844,155235,0.00045154,54.70918952,2,0,0.5,17,0.3,76.27279848,163621.0,601603.0,Hard_LKCC,CLK
LKCCeasy_103,89.34222279,230.53,211.92,143.5484549,0.0019,0.014,0.0846,0.2877,148896,0.000584286,65.74297098,4,0,283.5833333,5,0.47,68.42799536,36449.0,104.747,Easy_LKCC,LKCC
LKCChard_155,85.42674826,192.88,196.5,0.0018,0.014,0.093,0.288,130.2328952,148538,0.000407713,54.47891927,1,0,0.0,22,0.24,111.9858529,246451.0,583441.0,Hard_LKCC,CLK
LKCCeasy_154,102.2032371,205.27,205.43,165.9458136,0.002,0.0144,0.0825,0.2944,154840,0.0005128,57.27711302,3,1,401.3333333,12,0.54,79.85161992,19564.8,112.525,Easy_LKCC,LKCC
random_096,102.2113687,207.67,202.04,0.0019,0.014,0.0846,0.2952,167.6687952,156420,0.000446459,51.25544,4,0,8.666666667,4,0.69,72.32165349,101669.0,14563.0,RANDOM,LKCC
LKCCeasy_125,94.67074743,209.03,180.38,154.6621081,0.0022,0.014,0.0802,0.2832,154449,0.00052292,57.51759048,4,0,140.6666667,4,0.54,76.72766351,27010.9,102.172,Easy_LKCC,LKCC
CLKhard_006,98.21989111,174.38,227.95,0.0022,0.0153,0.0851,0.2936,157.2529579,155624,0.000744511,89.01260135,5,0,110.7,14,0.19,46.20598845,1620900.0,138917.0,Hard_CLK,LKCC
random_076,93.78232814,199.04,180.76,0.0021,0.0139,0.0833,0.2894,151.1632265,152084,0.000545643,57.06012343,3,1,870.3333333,18,0.38,66.80141093,96729.3,9707.57,RANDOM,LKCC
LKCChard_132,86.11818108,192.51,172.55,0.002,0.0145,0.0915,0.2903,127.8224531,149768,0.000412604,59.7495775,1,0,0.0,12,0.23,115.1254764,223967.0,658700.0,Hard_LKCC,CLK
random_053,95.5880439,192.85,187.83,0.0022,0.0142,0.0815,0.2874,157.5393594,156016,0.000575811,59.70123885,4,0,228.9166667,3,0.53,62.58949222,129650.0,12503.1,RANDOM,LKCC
LKCChard_142,92.8087416,190.1,188.9,0.0024,0.0155,0.09,0.2908,145.7130953,156024,0.000393543,59.935132,2,0,1740.5,5,0.41,89.39505095,302097.0,1312560.0,Hard_LKCC,CLK
LKCChard_128,95.87012343,210.42,192.48,0.0021,0.0144,0.0893,0.2927,150.8424572,156021,0.000481829,67.21854475,2,0,162.0,2,0.31,97.32157384,284043.0,1570930.0,Hard_LKCC,CLK
CLKeasy_181,99.5042145,178.29,184.4,162.802494,0.0018,0.0134,0.082,0.2956,152488,0.0004708,47.07646377,1,0,0.0,13,0.59,152.2320186,8127.51,417.354,Easy_CLK,LKCC
LKCCeasy_187,96.19155031,201.13,211.85,156.6074787,0.0021,0.0137,0.0826,0.2909,155235,0.000490842,56.25891899,3,1,576.3333333,14,0.44,78.64399997,18065.9,112.0,Easy_LKCC,LKCC
CLKhard_081,99.98933513,186.29,191.04,0.0022,0.0149,0.0837,0.2894,158.6153342,151708,0.000473222,69.64492806,6,4,82.96666667,5,0.25,44.42315022,1255840.0,95425.4,Hard_CLK,LKCC
random_030,95.50288436,198.51,204.42,0.0021,0.0138,0.0855,0.2896,155.7506783,153664,0.000440839,50.40635732,1,0,0.0,5,0.49,155.4277009,133048.0,24615.2,RANDOM,LKCC
CLKeasy_070,94.7517875,182.89,207.12,154.4790487,0.0019,0.0136,0.0839,0.2901,150842,0.000315219,41.5303269,1,0,0.0,0,0.68,154.4790487,7464.09,933.232,Easy_CLK,LKCC
LKCChard_074,86.50846566,199.02,186.08,0.002,0.0144,0.0889,0.285,134.6284173,152099,0.000371543,56.7334817,2,0,2888.0,10,0.28,69.48811581,311145.0,681876.0,Hard_LKCC,CLK
LKCChard_171,96.17884366,216.28,239.72,0.0021,0.0146,0.0927,0.2968,150.3858629,154812,0.000536008,64.60666917,2,0,968.0,22,0.27,77.03711451,270221.0,624545.0,Hard_LKCC,CLK
random_110,98.35811365,198.35,205.6,0.0019,0.0137,0.0837,0.2941,159.2397018,150912,0.000573125,55.03514522,5,0,269.7,9,0.42,51.01574356,108414.0,16786.9,RANDOM,LKCC
CLKhard_007,100.1461472,188.61,192.11,0.0022,0.0151,0.087,0.293,158.9144562,148992,0.000414403,63.19195907,6,4,180.1666667,3,0.2,40.14545432,1771400.0,188767.0,Hard_CLK,LKCC
CLKeasy_113,98.05166171,211.58,191.32,157.8807813,0.0018,0.0133,0.0858,0.2938,154440,0.000318197,40.78565538,1,0,0.0,0,0.6,157.8807813,8777.01,1232.81,Easy_CLK,LKCC
random_106,97.44895527,189.49,212.9,0.0018,0.0137,0.081,0.2905,159.7814944,155235,0.000294987,42.02474125,2,0,512.0,18,0.58,113.5272173,82776.1,14272.8,RANDOM,LKCC
CLKhard_137,96.6805981,184.34,210.37,0.0024,0.0156,0.0892,0.2882,151.4286035,153663,0.000661935,78.70799668,5,0,267.7,9,0.15,42.45018736,1524700.0,174931.0,Hard_CLK,LKCC
CLKhard_095,104.4795947,188.33,195.1,0.0023,0.0154,0.0842,0.2983,166.085006,155624,0.000446223,71.12131823,6,4,255.3666667,5,0.26,40.98764584,1427420.0,86440.4,Hard_CLK,LKCC
CLKeasy_053,96.82841571,192.64,204.36,158.6700659,0.0016,0.0132,0.0838,0.2928,154842,0.00024023,34.23596098,1,0,0.0,4,0.81,155.2401049,7133.32,360.636,Easy_CLK,LKCC
CLKeasy_034,96.31359375,195.4,189.35,158.0588109,0.0015,0.0128,0.0814,0.2862,155630,0.000230301,31.48772223,1,0,0.0,0,0.72,158.0588109,6907.12,607.636,Easy_CLK,LKCC
CLKhard_062,103.9946835,192.33,181.36,0.0023,0.0158,0.0863,0.293,163.6981366,156414,0.000411148,71.31834927,6,4,121.0666667,12,0.18,37.79768549,1689630.0,123618.0,Hard_CLK,LKCC
random_132,91.25031198,206.0,197.9,0.0021,0.0136,0.0838,0.2859,147.2070189,154433,0.000483764,49.75142657,3,1,1209.0,7,0.49,73.49354613,189899.0,24836.1,RANDOM,LKCC
LKCChard_013,87.54825438,209.51,146.36,0.0021,0.0145,0.0904,0.2884,136.4442484,144144,0.000611315,63.40996276,2,0,1568.0,12,0.31,95.29287976,314982.0,856337.0,Hard_LKCC,CLK
LKCChard_101,90.48517437,179.6,221.84,0.002,0.0144,0.0865,0.2847,145.8443505,158004,0.000551643,58.9785063,1,0,0.0,12,0.38,135.534234,252923.0,466448.0,Hard_LKCC,CLK
LKCCeasy_140,101.4192817,211.34,198.41,164.4646013,0.0018,0.0138,0.0824,0.2957,156812,0.000364303,45.34827649,3,1,175.0,13,0.72,88.04623281,15996.3,102.131,Easy_LKCC,LKCC
CLKhard_074,99.88376728,190.2,198.44,0.0023,0.0151,0.0838,0.2916,158.8954427,149760,0.000544302,76.74043317,8,4,28.0,4,0.25,34.97041311,1410120.0,184266.0,Hard_CLK,LKCC
